imovel_Id;tipoImovel;valorImovel;areaRealPrivativa;latitude;longitude;quartos;banho;suites;vagaGaragem;valorCondominio;valorIptu;Cidade;Regiao;Bairro;Endereco
3268764;Apartamento 4 quartos;890000;140;-19,9692355;-43,9678666;4;1;3;4;1660;502,92;belo-horizonte;oeste;Buritis;None
7696;Cobertura;895000;144;-21,8481268;-46,5750808;2;4;2;2;350;340;belo-horizonte;centro-sul;Cruzeiro;None
1974248;Apartamento 4 quartos;895000;150;-19,8756553;-43,9828664;4;2;2;4;800;291;belo-horizonte;pampulha;Ouro Preto;None
354085;Apartamento 4 quartos;898000;131;-19,9400631;-43,9166308;4;2;1;2;1100;394,13;belo-horizonte;centro-sul;Serra;None
14366;Cobertura;900000;400;-19,9493053;-43,9345391;4;3;2;2;520;235;belo-horizonte;centro-sul;Sion;None
170037;Casa;900000;234;-19,8400899;-43,9717832;5;1;2;4;0;147,3;belo-horizonte;pampulha;Santa Am�lia;None
334842;Cobertura;900000;220;-19,9471892;-43,9218729;3;3;3;3;650;773,7;belo-horizonte;centro-sul;Anchieta;None
367193;Casa;900000;208;-19,945562;-43,9252376;5;2;0;2;0;222,42;belo-horizonte;centro-sul;Cruzeiro;None
720534;Apartamento 4 quartos;900000;141;-19,9426209;-43,9181948;4;3;1;2;1200;327;belo-horizonte;centro-sul;Serra;None
2381212;Galp�o;900000;610;-19,9107;-43,949868;0;2;0;0;0;352,32;belo-horizonte;nordeste;Lagoinha;None
3267879;Casa;900000;200;-19,865625;-43,91499;6;4;2;7;0;94,71;belo-horizonte;nordeste;Piraj�;None
3269128;Casa;900000;180;-19,8718602;-43,9842935;2;1;2;4;0;0,01;belo-horizonte;pampulha;Ouro Preto;None
358852;Casa;920000;396;-19,9439783;-43,9484545;5;3;0;2;0;367,5;belo-horizonte;centro-sul;Santo Ant�nio;None
339129;Casa;930000;229;-19,9184785;-43,9116669;6;2;2;3;0;333;belo-horizonte;leste;Santa Tereza;None
352788;Apartamento 4 quartos;930000;140;-19,8939807;-43,9318164;4;2;1;2;650;225;belo-horizonte;nordeste;Nova Floresta;None
147291;Casa;940000;457;-19,8726695;-43,9125363;5;3;1;4;0;294,15;belo-horizonte;nordeste;Fern�o Dias;None
174901;Casa;940000;230;-19,9587472;-43,9707338;4;4;2;4;0;158,32;belo-horizonte;oeste;Buritis;None
21791;Casa;950000;300;-19,8619842;-43,8818137;3;3;1;4;1;46,51;belo-horizonte;nordeste;Vit�ria;None
139775;Cobertura;950000;212;-19,8794824;-43,9985445;4;4;1;3;550;259,35;belo-horizonte;pampulha;Castelo;None
248452;Casa;950000;402;-19,8459966;-43,9331403;3;3;1;4;0;144;belo-horizonte;norte;Guarani;None
326592;Casa;950000;354;-19,8442891;-43,9374859;5;5;2;2;0;154,32;belo-horizonte;norte;Heli�polis;None
335184;Apartamento 4 quartos;950000;176;-19,9435184;-43,940345;4;2;1;2;1300;315,93;belo-horizonte;centro-sul;S�o Pedro;None
351023;Apartamento 3 quartos;950000;122;-19,9489529;-43,9344541;3;2;1;2;780;334,54;belo-horizonte;centro-sul;Sion;None
850114;�rea Privativa;950000;246;-19,8886681;-43,9334367;4;3;1;3;700;255,55;belo-horizonte;nordeste;Renascen�a;None
1578230;Apartamento 4 quartos;950000;147;-19,9492241;-43,9574374;4;5;2;2;1300;416;belo-horizonte;centro-sul;Luxemburgo;None
1849496;Lote-�rea-Terreno;950000;550;-19,968422;-43,982055;0;0;0;6;0;200;belo-horizonte;oeste;Palmeiras;None
2799599;Apartamento 4 quartos;950000;170;-19,9280697;-43,9523024;4;2;1;2;450;300;belo-horizonte;centro-sul;Santo Agostinho;None
11625;Apartamento 3 quartos;960000;199;-19,94885;-43,951119;3;2;1;4;300;422,83;belo-horizonte;centro-sul;Vila Paris;None
3250157;Cobertura;960000;190;-19,8611794;-43,9537298;4;4;1;4;530;208,32;belo-horizonte;pampulha;Liberdade;None
3270339;Apartamento 4 quartos;960000;160;-19,9464486;-43,9559113;4;2;1;2;1257,8;391,35;belo-horizonte;centro-sul;Cora��o de Jesus;None
342392;Apartamento 3 quartos;965000;89;-19,9319639;-43,9365915;3;2;1;2;873;356,63;belo-horizonte;centro-sul;Boa Viagem;None
353537;Apartamento 3 quartos;980000;180;-19,951992;-43,9272729;3;2;1;3;855;353,15;belo-horizonte;centro-sul;Anchieta;None
1019213;Cobertura;980000;186;-19,946532;-43,9368898;3;3;1;4;650;409,64;belo-horizonte;centro-sul;S�o Pedro;None
3238731;Cobertura;980000;179;-19,8786959;-44,0011147;4;3;1;4;420;185;belo-horizonte;pampulha;Castelo;None
3254045;Cobertura;980000;191;-19,947022;-43,922889;3;3;1;2;600;271,9;belo-horizonte;centro-sul;Anchieta;None
336802;Casa;985000;378;-19,9263503;-43,9921164;3;2;1;4;0;265;belo-horizonte;noroeste;Cora��o Eucar�stico;None
2104836;Casa;989000;331;-19,8684033;-43,9175135;5;5;2;4;0;160;belo-horizonte;nordeste;Fern�o Dias;None
328079;Apartamento 4 quartos;990000;148;-19,942383;-43,917149;4;2;1;2;700;309,55;belo-horizonte;centro-sul;Serra;None
337732;Apartamento 3 quartos;990000;110;-19,9312527;-43,9527222;3;2;1;2;1000;422;belo-horizonte;centro-sul;Santo Agostinho;None
1660755;Lote-�rea-Terreno;990000;361;-19,946706;-43,9565785;4;4;1;4;0;317,31;belo-horizonte;centro-sul;Cidade Jardim;None
1746875;Cobertura;990000;128;-19,9275867;-43,923548;0;2;2;2;600;376,05;belo-horizonte;centro-sul;Funcion�rios;None
1914058;Apartamento 4 quartos;990000;190;-19,940337;-43,912362;4;2;1;2;1800;369,9;belo-horizonte;centro-sul;Serra;None
3269252;�rea Privativa;990000;219;-19,8868347;-43,9249363;4;1;2;4;600;315,72;belo-horizonte;leste;Cidade Nova;None
3326934;Apartamento 4 quartos;990000;140;-19,8907998;-43,9241651;4;3;1;3;750;250;belo-horizonte;leste;Cidade Nova;None
2154554;Apartamento 4 quartos;995000;172;-19,8610665;-43,9505398;4;4;2;3;1100;420,56;belo-horizonte;pampulha;Liberdade;None
163707;Apartamento 4 quartos;998000;122;-19,930624;-43,957472;4;2;1;3;600;316;belo-horizonte;oeste;Gutierrez;None
955605;Sala;999000;205;-19,9259342;-43,9517215;0;2;0;3;1600;713,69;belo-horizonte;centro-sul;Barro Preto;None
46228;Casa;1000000;121;-19,8991025;-44,0107167;4;3;1;10;40;224,47;belo-horizonte;noroeste;Gl�ria;None
349772;Casa;1000000;300;-19,905246;-43,940301;5;2;1;3;0;176;belo-horizonte;leste;Col�gio Batista;None
354787;�rea Privativa;1000000;380;-19,9293235;-43,9402221;4;3;1;6;850;230;belo-horizonte;centro-sul;Lourdes;None
363018;Apartamento 4 quartos;1000000;220;-19,9447699;-43,9540439;4;2;1;4;1470;361,07;belo-horizonte;centro-sul;Cora��o de Jesus;None
1621114;Casa;1000000;295;-19,9052814;-43,97163;3;2;1;3;0;250;belo-horizonte;noroeste;Cai�aras;None
3245719;Lote-�rea-Terreno;1000000;440;-19,927252;-43,9697528;2;1;0;0;0;235,55;belo-horizonte;oeste;Calafate;None
3267144;Casa;1000000;315;-19,7991477;-43,9848029;3;1;2;5;0;378,55;belo-horizonte;venda-nova;Mantiqueira;None
3270335;Casa;1000000;179;-19,8617657;-43,9572392;5;4;2;5;0;189;belo-horizonte;pampulha;Liberdade;None
1656877;Apartamento 4 quartos;1010000;136;-19,958106;-43,9405224;4;1;1;3;1160;347;belo-horizonte;centro-sul;Anchieta;None
3247321;Apartamento 3 quartos;1020000;100;-19,9310451;-43,9420801;3;2;1;2;1128,72;396,73;belo-horizonte;centro-sul;Funcion�rios;None
3269858;Apartamento 4 quartos;1020000;180;-19,9311278;-43,9406511;4;2;1;2;1000;55,86;belo-horizonte;centro-sul;Lourdes;None
136896;Apartamento 4 quartos;1050000;190;-19,9378597;-43,9183644;4;2;1;2;1350;215,6;belo-horizonte;centro-sul;Serra;None
351241;Cobertura;1050000;215;-19,918255;-43,978664;4;3;1;3;705;80;belo-horizonte;noroeste;Cai�aras;None
3251571;Cobertura;1050000;175;-19,9420696;-43,9317584;3;3;1;2;1600;323,26;belo-horizonte;centro-sul;Carmo;None
281331;Apartamento 4 quartos;1060000;166;-19,956199;-43,9384394;4;2;1;3;1200;242;belo-horizonte;centro-sul;Sion;None
57314;Casa;1070000;250;-19,8277074;-43,9707314;5;3;1;8;0;120;belo-horizonte;pampulha;Santa M�nica;None
352420;Apartamento 4 quartos;1090000;138;-19,9581181;-43,9405017;4;2;1;3;900;325;belo-horizonte;centro-sul;Sion;None
1534068;Casa;1090000;120;-19,9431138;-43,9486497;3;1;0;7;0;613,08;belo-horizonte;centro-sul;Santo Ant�nio;None
38840;Casa;1100000;302;-19,8789931;-44,0130354;4;4;2;4;0;158;belo-horizonte;pampulha;Serrano;None
50789;Conjunto de salas;1100000;200;-19,9477103;-43,9350315;0;4;0;2;2250;139,11;belo-horizonte;centro-sul;Sion;None
60218;Casa;1100000;460;-19,9893261;-44,0053366;4;6;4;8;0;70;belo-horizonte;barreiro;Milion�rios;None
161612;Pr�dio;1100000;1080;-19,8086423;-43,9521185;2;1;0;4;0;35,18;belo-horizonte;venda-nova;Minas Caixa;None
163238;Apartamento 4 quartos;1100000;234;-19,9025813;-43,9697794;4;4;2;3;500;220;belo-horizonte;noroeste;Cai�aras;None
353566;Cobertura;1100000;200;-19,9402154;-43,9266092;4;3;1;2;700;229;belo-horizonte;centro-sul;Cruzeiro;None
355859;Apartamento 4 quartos;1100000;130;-19,9443212;-43,9192366;4;2;1;2;1200;376;belo-horizonte;centro-sul;Serra;None
1856984;Apartamento 4 quartos;1100000;160;-19,9276446;-43,9449415;4;2;1;2;1250;475,29;belo-horizonte;centro-sul;Lourdes;None
2071541;Apartamento 4 quartos;1100000;290;-19,946706;-43,9565785;4;4;2;2;1200;394,85;belo-horizonte;centro-sul;Luxemburgo;None
3258369;Casa;1100000;170;-19,961028;-43,9794942;4;5;1;5;0;175;belo-horizonte;oeste;Cinquenten�rio;None
3263832;Casa comercial;1100000;371;-19,911365;-43,9186;4;3;0;3;0;90,58;belo-horizonte;leste;Horto;None
3267915;Casa;1100000;226;-19,8609744;-43,9546329;4;3;1;4;0;156,56;belo-horizonte;pampulha;Liberdade;None
351269;Apartamento 4 quartos;1140000;140;-19,9444824;-43,9403127;4;3;1;2;1200;292,77;belo-horizonte;centro-sul;S�o Pedro;None
139969;Apartamento 4 quartos;1150000;130;-19,9457456;-43,9216566;4;3;1;2;1000;330,17;belo-horizonte;centro-sul;Serra;None
3235857;Casa;1150000;219;-19,8784283;-43,9996507;5;2;2;4;0;371,07;belo-horizonte;pampulha;Castelo;None
3238259;�rea Privativa;1150000;266;0;0;5;3;1;3;1400;440;belo-horizonte;centro-sul;Funcion�rios;None
353225;Apartamento 4 quartos;1155000;134;-19,9327234;-43,9281375;4;2;1;2;1228;461,45;belo-horizonte;centro-sul;Savassi;None
409225;Apartamento 4 quartos;1179000;148;-19,8722857;-43,9888437;4;4;3;4;800;481,52;belo-horizonte;pampulha;Ouro Preto;None
3240669;Conjunto de salas;1180000;227;-19,9366737;-43,9316024;0;5;0;2;2100;1143,98;belo-horizonte;centro-sul;Funcion�rios;None
40556;Apartamento 3 quartos;1190000;196;-19,8589556;-43,9635126;3;5;3;3;1450;246;belo-horizonte;pampulha;S�o Jos� (pampulha);None
332164;Apartamento 3 quartos;1190000;96;-19,9299869;-43,925514;3;2;1;3;960;499;belo-horizonte;centro-sul;Funcion�rios;None
351512;Casa comercial;1190000;336;-19,9339995;-43,9556359;3;2;0;3;0;445;belo-horizonte;oeste;Gutierrez;None
3255011;Casa;1190000;202;-19,9337383;-43,9203314;4;4;2;2;0;218;belo-horizonte;centro-sul;Serra;None
36417;Casa;1200000;300;-19,8375546;-44,0046369;3;3;1;4;0;278,56;belo-horizonte;pampulha;Enseada das Gar�as;None
38797;Lote em condom�nio;1200000;1134;-19,862938;-44,0070948;0;0;0;0;600;270,64;belo-horizonte;pampulha;Bandeirantes (pampulha);None
45959;Apartamento 4 quartos;1200000;180;-19,8427085;-43,9445691;4;4;2;3;950;4585;belo-horizonte;centro-sul;Serra;None
57888;Apartamento 4 quartos;1200000;216;-19,9474258;-43,9296906;4;2;1;3;1500;513,68;belo-horizonte;centro-sul;Carmo;None
159797;Casa;1200000;207;-19,9363276;-43,9642876;4;3;1;3;0;190;belo-horizonte;oeste;Barroca;None
346511;Casa;1200000;410;-19,8431845;-43,9397577;7;6;3;4;0;3424,3;belo-horizonte;norte;Heli�polis;None
347400;Casa comercial;1200000;295;-19,945175;-43,920418;2;3;0;2;1;333;belo-horizonte;centro-sul;Mangabeiras;None
351752;Casa;1200000;198;-19,977502;-44,0231697;4;2;2;4;0;274,02;belo-horizonte;barreiro;Barreiro;None
359282;Apartamento 4 quartos;1200000;200;-19,9474932;-43,959029;4;5;2;4;1500;245,74;belo-horizonte;centro-sul;Luxemburgo;None
1535158;Apartamento 4 quartos;1200000;132;-19,932889;-43,9367189;4;4;2;4;350;450;belo-horizonte;centro-sul;Boa Viagem;None
3239195;Casa;1200000;130;-19,9305549;-43,9803789;5;3;1;2;0;184,55;belo-horizonte;oeste;Calafate;None
3254809;Casa;1200000;293;-19,9079732;-43,933745;4;2;2;3;0;167,19;belo-horizonte;leste;Floresta;None
3268437;Cobertura;1200000;160;-19,9549864;-43,932912;3;3;1;4;600;484;belo-horizonte;centro-sul;Anchieta;None
250334;Casa comercial;1240000;354;-19,9134934;-43,9974411;3;2;0;2;0;104,41;belo-horizonte;noroeste;Dom Bosco;None
347965;Casa;1250000;202;-19,9149428;-43,9274857;3;1;0;1;0;155;belo-horizonte;leste;Floresta;None
366302;Casa;1250000;424;-19,957061;-43,950607;4;3;2;6;0;439,59;belo-horizonte;centro-sul;S�o Bento;None
672648;Casa;1250000;270;0;0;4;0;2;4;0;405,25;belo-horizonte;leste;Cidade Nova;None
2354786;Casa;1250000;278;-19,9351652;-43,9176826;4;8;2;2;0;297,22;belo-horizonte;centro-sul;Serra;None
3268855;Apartamento 4 quartos;1250000;180;0;0;4;2;1;3;752,07;363,5;belo-horizonte;centro-sul;Anchieta;None
3326725;Pr�dio;1250000;586;-19,8965954;-43,9446724;3;2;0;6;0;203,2;belo-horizonte;nordeste;Conc�rdia;None
52852;Apartamento 4 quartos;1280000;190;-19,956395;-43,929947;4;2;1;3;1200;765,37;belo-horizonte;centro-sul;Sion;None
348405;Casa;1280000;332;-19,90793587;-43,9345229;6;4;1;4;0;238;belo-horizonte;leste;Col�gio Batista;None
354825;Apartamento 4 quartos;1280000;155;-19,9387;-43,9575729;4;5;2;4;2000;650;belo-horizonte;oeste;Gutierrez;None
147712;Apartamento 4 quartos;1290000;154;-19,947591;-43,923844;4;2;2;3;1000;480;belo-horizonte;centro-sul;Cruzeiro;None
151462;Cobertura;1290000;170;-19,939742;-43,9319044;3;3;1;3;1220;470,37;belo-horizonte;centro-sul;Funcion�rios;None
1575254;Apartamento 4 quartos;1290000;200;-19,9494285;-43,9332838;4;2;1;3;2500;467,08;belo-horizonte;centro-sul;Sion;None
1671698;Casa;1290000;240;-19,881324;-43,9968519;3;4;1;4;0;4059;belo-horizonte;pampulha;Castelo;None
1941563;Cobertura;1290000;280;-19,8362971;-43,9596023;4;3;2;4;350;577,92;belo-horizonte;pampulha;Itapo�;None
3233596;Apartamento 4 quartos;1290000;165;-19,944996;-43,9408389;4;3;2;3;2300;403,45;belo-horizonte;centro-sul;Santo Ant�nio;None
3245060;Apartamento 4 quartos;1290000;183;-19,9413831;-43,9219643;4;2;1;3;2000;543,04;belo-horizonte;centro-sul;Serra;None
146222;Apartamento 4 quartos;1295000;190;-19,930284;-43,9277;4;2;1;2;2250;386,69;belo-horizonte;centro-sul;Funcion�rios;None
19947;Apartamento 4 quartos;1300000;180;-19,8453308;-43,9454658;4;1;2;3;1650;500;belo-horizonte;centro-sul;Serra;None
145420;Apartamento 4 quartos;1300000;245;-19,940817;-43,9440389;4;3;3;3;1890;461,46;belo-horizonte;centro-sul;Santo Ant�nio;None
343053;Apartamento 4 quartos;1300000;146;-19,8923648;-43,9256363;4;5;2;4;1000;180;belo-horizonte;leste;Cidade Nova;None
344719;Apartamento 4 quartos;1300000;150;-19,9439358;-43,9379227;4;2;1;3;1120;424,65;belo-horizonte;centro-sul;S�o Pedro;None
358148;Apartamento 4 quartos;1300000;113;-19,9295186;-43,9277477;4;1;1;2;1500;421;belo-horizonte;centro-sul;Funcion�rios;None
404536;Cobertura;1300000;218;-19,8574839;-43,9500345;4;4;2;4;380;210,74;belo-horizonte;pampulha;Liberdade;None
747087;Lote-�rea-Terreno;1300000;1440;-19,840977;-44,0080083;0;0;0;0;0;542,69;belo-horizonte;pampulha;Trevo;None
1580615;Casa;1300000;400;-19,8822662;-44,0088498;3;4;1;8;0;304;belo-horizonte;pampulha;Serrano;None
1831834;Lote-�rea-Terreno;1300000;744;-19,8583399;-43,954183;0;0;0;0;0;634,36;belo-horizonte;pampulha;Jaragu�;None
2094876;Lote-�rea-Terreno;1300000;1000;-19,8673292;-43,9806962;0;0;0;0;0;410;belo-horizonte;pampulha;Pampulha;None
3251311;Cobertura;1300000;380;-19,8824323;-43,9330733;4;4;1;4;1106;262;belo-horizonte;centro-sul;Santa L�cia;None
3257536;Casa;1300000;291;-19,8628747;-43,9843939;5;3;2;8;0;515;belo-horizonte;pampulha;Bandeirantes (pampulha);None
3262610;Apartamento 4 quartos;1300000;275;-19,9449398;-43,9533012;4;2;1;2;1450;494,1;belo-horizonte;centro-sul;Luxemburgo;None
3262765;Lote-�rea-Terreno;1300000;720;-19,8163926;-43,9704261;0;0;0;0;0;779,42;belo-horizonte;venda-nova;S�o Jo�o Batista (venda Nova);None
3263186;Casa comercial;1300000;367;-19,8831701;-43,9214415;0;0;0;0;0;256,28;belo-horizonte;nordeste;Uni�o;None
336231;Casa;1329000;1000;-19,8658559;-44,000886;5;6;5;10;0;375;belo-horizonte;pampulha;Bandeirantes (pampulha);None
19484;Apartamento 4 quartos;1349000;157;-20,5000908;-54,6215012;4;3;2;3;990;541,45;belo-horizonte;centro-sul;Sion;None
48268;Apartamento 4 quartos;1350000;175;-19,9389125;-43,9472231;4;2;1;4;1250;470,62;belo-horizonte;centro-sul;Santo Ant�nio;None
49611;Casa;1350000;345;-19,947557;-43,936951;7;3;1;2;0;5794,12;belo-horizonte;centro-sul;S�o Pedro;None
147390;Apartamento 4 quartos;1350000;180;-19,8615811;-43,969258;4;5;2;4;1100;288;belo-horizonte;pampulha;S�o Jos� (pampulha);None
349898;Apartamento 4 quartos;1350000;235;-19,8878013;-43,9240161;4;2;1;3;800;314;belo-horizonte;leste;Cidade Nova;None
391063;Triplex;1350000;284;-19,9036775;-43,9378097;3;4;2;3;550;274,2;belo-horizonte;leste;Col�gio Batista;None
3249364;Apartamento 3 quartos;1350000;181;-19,934563;-43,957416;3;4;1;3;2050;530;belo-horizonte;oeste;Gutierrez;None
366709;Casa;1383000;208;-19,9375888;-43,9198116;4;2;1;3;0;275,07;belo-horizonte;centro-sul;Serra;None
42122;Apartamento 3 quartos;1390000;174;-19,9465817;-43,9332509;3;3;2;3;1400;389,22;belo-horizonte;centro-sul;Carmo;None
125433;Casa;1400000;407;-19,9005558;-43,9676469;0;4;1;6;0;224,24;belo-horizonte;noroeste;Alto Cai�aras;None
148968;Loja;1400000;400;-19,9125048;-43,9545626;0;1;0;14;0,01;951;belo-horizonte;noroeste;Carlos Prates;None
202485;Apartamento 4 quartos;1400000;239;-19,883593;-43,927034;4;2;1;3;450;417,79;belo-horizonte;leste;Cidade Nova;None
360782;Cobertura;1400000;210;-19,9376699;-43,918476;3;4;1;3;2120;432,33;belo-horizonte;centro-sul;Serra;None
361620;Apartamento 4 quartos;1400000;181;-19,952493;-43,933767;4;3;2;3;1274;616,38;belo-horizonte;centro-sul;Sion;None
3258722;�rea Privativa;1400000;320;-19,9344522;-43,9579122;3;2;1;3;300;1;belo-horizonte;oeste;Gutierrez;None
371931;Cobertura;1420000;180;-19,8755065;-43,998009;5;2;5;3;450;160;belo-horizonte;pampulha;Castelo;None
192615;Apartamento 4 quartos;1450000;222;-19,9388707;-43,9596461;4;5;2;3;2000;487;belo-horizonte;oeste;Graja�;None
272296;Cobertura;1450000;226;-19,9441994;-43,9378424;4;3;1;2;580;373;belo-horizonte;centro-sul;S�o Pedro;None
3238275;Casa;1450000;573;-19,907946;-43,9334887;7;4;0;2;0;160;belo-horizonte;leste;Col�gio Batista;None
367011;Casa;1480000;221;-19,9092191;-43,9289146;5;3;1;12;0;1478,5;belo-horizonte;leste;Sagrada Fam�lia;None
358553;Apartamento 4 quartos;1490000;190;-19,943956;-43,917675;4;3;2;4;1982;442,13;belo-horizonte;centro-sul;Serra;None
142930;Casa;1495000;310;-19,9037375;-43,974997;5;5;1;5;0;322,28;belo-horizonte;noroeste;Cai�ara-Adelaide;None
50575;Cobertura;1500000;330;-19,8583477;-43,9619113;4;6;2;4;800;458;belo-horizonte;pampulha;S�o Jos� (pampulha);None
343956;Casa;1500000;330;-19,9030046;-43,9617495;6;7;1;6;0;571,54;belo-horizonte;noroeste;Cai�aras;None
371504;Cobertura;1500000;233;-19,859425;-43,954896;4;5;2;3;280;207,18;belo-horizonte;pampulha;Liberdade;None
1834290;Casa;1500000;812;-19,8920062;-43,9709264;4;1;2;8;0;505,21;belo-horizonte;noroeste;Cai�aras;None
1932912;Pr�dio;1500000;418;-19,796288;-43,986612;0;0;0;6;0;5187,96;belo-horizonte;venda-nova;Mantiqueira;None
2201105;Casa;1500000;375;-19,8848727;-43,9283836;1;1;0;1;0;2712,06;belo-horizonte;leste;Cidade Nova;None
1932912;Pr�dio;1500000;418;-19,796288;-43,986612;0;0;0;6;0;5187,96;belo-horizonte;venda-nova;Mantiqueira;None
2201105;Casa;1500000;375;-19,8848727;-43,9283836;1;1;0;1;0;2712,06;belo-horizonte;leste;Cidade Nova;None
3238955;Casa;1500000;375;-19,875414;-43,986149;4;2;4;4;0;1;belo-horizonte;pampulha;Ouro Preto;None
11803;Apartamento 4 quartos;1550000;190;-19,9249889;-43,926342;4;2;1;2;1100;413,82;belo-horizonte;centro-sul;Funcion�rios;None
3257865;Casa;1550000;360;-19,9508607;-43,9215521;5;2;1;4;0;448;belo-horizonte;centro-sul;Comiteco;None
3266096;Apartamento 4 quartos;1550000;171;-19,9676557;-43,9487949;4;3;2;3;1500;1505,9;belo-horizonte;centro-sul;Santa L�cia;None
351604;Cobertura;1575000;270;-19,8609785;-43,9666871;5;5;3;5;1100;400;belo-horizonte;pampulha;S�o Jos� (pampulha);None
337911;Casa;1580000;406;-19,9327531;-43,916077;5;4;2;6;0;211,5;belo-horizonte;leste;S�o Lucas;None
359213;Cobertura;1590000;350;-19,9422077;-43,9185588;3;2;1;2;820;249,43;belo-horizonte;centro-sul;Serra;None
29703;Casa;1600000;185;-19,952502;-43,949546;5;4;1;2;0;263,51;belo-horizonte;centro-sul;Vila Paris;None
49059;Casa;1600000;282;-19,8861596;-43,9059125;3;2;0;8;0;321,82;belo-horizonte;leste;Santa In�s;None
50594;Apartamento 4 quartos;1600000;270;-19,9397781;-43,9242682;4;4;4;3;1600;470,17;belo-horizonte;centro-sul;Serra;None
59575;Casa;1600000;405;-19,8423408;-44,0026435;3;2;3;6;0;206,3;belo-horizonte;pampulha;Enseada das Gar�as;None
166462;Conjunto de salas;1600000;257;-19,931489;-43,9314679;0;6;0;0;2305,7;772,8;belo-horizonte;centro-sul;Funcion�rios;None
339032;Cobertura;1600000;178;-19,9770569;-43,9444756;3;3;1;3;1200;579,45;belo-horizonte;centro-sul;Belvedere;None
355196;Ponto comercial;1600000;1121;-19,8532721;-43,9626561;0;0;0;0;0;443;belo-horizonte;pampulha;S�o Luiz (pampulha);None
603704;Casa;1600000;333;-19,9680399;-43,9399885;4;3;2;4;0;0,01;belo-horizonte;centro-sul;Belvedere;None
3243475;Cobertura;1600000;233;-19,85849298;-43,95767246;4;2;4;4;600;420;belo-horizonte;pampulha;Liberdade;None
3257874;Apartamento 4 quartos;1650000;200;-19,9370142;-43,9329953;4;3;2;3;2000;761,31;belo-horizonte;centro-sul;Funcion�rios;None
3267916;Apartamento 4 quartos;1680000;197;-19,9438597;-43,9191966;4;4;2;4;2400;1099;belo-horizonte;centro-sul;Serra;None
25943;Casa;1700000;287;-19,8770666;-43,9840847;4;2;1;5;0;130;belo-horizonte;pampulha;Ouro Preto;None
3239950;Casa;1700000;316;-19,9579562;-43,9282111;4;3;1;4;0;510;belo-horizonte;centro-sul;Mangabeiras;None
58756;Cobertura;1780000;365;-19,9238227;-43,925972;5;2;1;4;1700;650;belo-horizonte;centro-sul;Funcion�rios;None
1681796;Casa;1798000;463;-19,837243;-44,0027635;6;4;1;6;0;4700;belo-horizonte;pampulha;Enseada das Gar�as;None
37021;Casa;1800000;366;-19,9595337;-43,9498636;4;3;2;4;0;250;belo-horizonte;centro-sul;S�o Bento;None
364824;Apartamento 4 quartos;1800000;172;-19,97143;-43,941621;4;3;2;4;1450;825,64;belo-horizonte;centro-sul;Belvedere;None
3268476;Apartamento 4 quartos;1800000;229;-19,8606403;-43,9709592;4;6;4;4;1700;530;belo-horizonte;pampulha;S�o Jos� (pampulha);None
174882;Apartamento 4 quartos;1840000;230;-19,9318828;-43,9409497;4;4;1;3;1460;500;belo-horizonte;centro-sul;Lourdes;None
182432;Apartamento 4 quartos;1850000;165;-19,953002;-43,9338819;4;3;2;4;1500;508,81;belo-horizonte;centro-sul;Sion;None
1347090;Casa;1850000;490;-19,9384467;-43,9459625;4;2;1;6;0;567,41;belo-horizonte;centro-sul;Santo Ant�nio;None
3267606;Casa;1900000;809;-19,8627351;-43,9892936;5;5;3;8;0;1335,7;belo-horizonte;pampulha;Bandeirantes (pampulha);None
2067461;Apartamento 4 quartos;1915000;171;-19,9366477;-43,9573211;4;3;3;4;2300;541,78;belo-horizonte;oeste;Gutierrez;None
23589;Apartamento 4 quartos;1950000;164;-19,9466459;-43,936934;4;3;2;4;1470;714;belo-horizonte;centro-sul;Santo Ant�nio;None
1806668;Casa;1950000;448;-19,8693315;-43,9784797;4;2;1;10;0;541;belo-horizonte;pampulha;S�o Luiz;None
1895060;Apartamento 4 quartos;1950000;230;-19,9293498;-43,9549526;4;4;2;3;1950;747;belo-horizonte;centro-sul;Lourdes;None
2550059;Casa;1950000;386;-19,859965;-43,990107;4;4;2;10;0;720,34;belo-horizonte;pampulha;Bandeirantes (pampulha);None
57129;Apartamento 4 quartos;1990000;210;-19,9716798;-43,9440075;4;3;2;3;2100;888,41;belo-horizonte;centro-sul;Belvedere;None
6075;Casa;2000000;232;-19,949983;-43,920063;4;3;2;4;0;462,65;belo-horizonte;centro-sul;Mangabeiras;None
13899;Casa;2000000;380;-19,9368833;-43,9243561;6;4;2;5;0;353;belo-horizonte;centro-sul;Serra;None
3240795;Casa;2095000;1000;-19,8623594;-43,9964242;4;4;1;7;0;250;belo-horizonte;pampulha;Bandeirantes (pampulha);None
777676;Casa;2150000;383;-19,9430229;-43,9193689;4;4;2;4;0;460;belo-horizonte;centro-sul;Serra;None
3191378;Pr�dio;2200000;456;-19,8820622;-43,9932602;0;4;0;0;0;512,45;belo-horizonte;pampulha;Castelo;None
3278241;Casa;2200000;1000;-19,8689213;-43,9793776;5;2;2;7;0;628,5;belo-horizonte;pampulha;S�o Luiz;None
3254452;Apartamento 4 quartos;2250000;220;-19,9310451;-43,9420801;4;2;1;3;2100;643,94;belo-horizonte;centro-sul;Lourdes;None
52620;Casa;2300000;435;-19,8575293;-43,9880759;6;2;4;12;0;500;belo-horizonte;pampulha;Bandeirantes (pampulha);None
