imovel_Id;tipoImovel;valorImovel;areaRealPrivativa;latitude;longitude;quartos;banho;suites;vagaGaragem;valorCondominio;valorIptu;Cidade;Regiao;Bairro;Endereco
2576940;Apartamento 1 quarto;179000;41;-19,9219328;-43,9431768;1;1;0;0;500;102;belo-horizonte;centro-sul;Centro;Rua dos Goitacazes, 365
346562;Apartamento 2 quartos;189000;45;-19,8582916;-43,9199233;2;1;0;1;180;50;belo-horizonte;nordeste;S�o Gabriel;Rua Ana Pereira Menezes, 207
3261749;Apartamento 3 quartos;193500;70;0;0;3;2;0;1;225;70;belo-horizonte;leste;Cidade Nova;Rua Indian�polis, 717
2060802;Sala;240000;40;-19,9457991;-43,9307892;0;1;0;0;100;117;belo-horizonte;centro-sul;Cruzeiro;Rua Pium-i, 354
3238778;Apartamento 2 quartos;255000;58;-19,833215;-43,936343;2;2;1;2;150;66,95;belo-horizonte;norte;Floramar;Rua Cirandinha, 70
3251533;Apartamento 3 quartos;255000;65;-19,9698476;-43,968923;3;2;1;1;290;89,9;belo-horizonte;oeste;Buritis;Rua Ernani Agricola, 684
3234162;Apartamento 2 quartos;290000;88;-19,92480658;-43,94696013;2;2;0;0;760;85;belo-horizonte;centro-sul;Centro;Rua dos Timbiras, 2500
3262235;Apartamento 3 quartos;323000;97;-19,9623529;-43,9653881;3;2;1;2;430;130;belo-horizonte;oeste;Buritis;Rua Paulo Piedade Campos, 580
3253078;Apartamento 3 quartos;359000;74;-19,9644817;-43,9735938;3;2;1;2;400;105;belo-horizonte;oeste;Estrela Dalva;Rua Frutuoso Viana, 198
2058302;Casa;690000;140;-19,90737;-43,9697289;3;1;0;3;0;197,48;belo-horizonte;noroeste;Cai�aras;Rua Icara�, 564
1584184;Apartamento 2 quartos;115000;50;-19,9295286;-44,0176431;2;1;0;1;45;0;belo-horizonte;noroeste;Calif�rnia;Rua Jos� Cl�udio Sanches, 444
2448941;Apartamento 2 quartos;154000;43;-19,859837;-43,9212261;2;1;0;1;200;27,36;belo-horizonte;nordeste;S�o Gabriel;Rua Ana Pereira Menezes, 207
3242435;Apartamento 2 quartos;170000;55;-19,8082124;-43,9667477;2;1;0;1;230;66;belo-horizonte;pampulha;Cen�culo;Rua Geralda Rodrigues da Costa, 55
1673868;Casa geminada;215000;60;-19,957169;-43,9737099;2;2;0;1;0;55;belo-horizonte;oeste;Hava�;Rua Joaquim Monteiro, 484
2582857;Apartamento 2 quartos;215000;54;-19,889427;-43,954592;2;1;0;1;160;0;belo-horizonte;noroeste;Aparecida;Rua Apor�, 877
1943940;Apartamento 2 quartos;220000;60;-19,8809293;-43,9326473;2;1;0;0;486,75;82;belo-horizonte;nordeste;Ipiranga;Rua Matos da Silveira, 11
1582520;Apartamento 3 quartos;239000;60;-19,9596843;-43,9677822;3;1;0;1;180;26,59;belo-horizonte;oeste;Estoril;Rua M�rio Coutinho, 481
354832;Apartamento 2 quartos;250000;55;-19,8835138;-43,9950249;2;1;0;1;70;60;belo-horizonte;pampulha;Castelo;Rua Castelo de Alcoba�a, 68
2519064;Apartamento 3 quartos;270000;64;-19,892623;-43,944629;3;1;1;1;99;180;belo-horizonte;nordeste;Cachoeirinha;Rua Nossa Senhora da Paz, 140
2521270;Apartamento 3 quartos;270000;64;-19,892623;-43,944629;3;1;1;1;99;180;belo-horizonte;nordeste;Cachoeirinha;Rua Nossa Senhora da Paz, 140
956472;Apartamento 2 quartos;280000;55;-19,90926;-43,9384426;2;1;0;1;250;65;belo-horizonte;leste;Col�gio Batista;Rua Arax�, 246
1933848;Apartamento 2 quartos;290000;82;-19,895095;-43,931615;2;1;0;1;500;80,91;belo-horizonte;leste;Cidade Nova;Rua W�nia Carvalho Silveira, 51
3249441;Apartamento 3 quartos;295000;75;-19,9703555;-43,9718802;3;2;0;1;350;97,8;belo-horizonte;oeste;Buritis;Rua Maria Heilbuth Surette, 473
3237831;Apartamento 3 quartos;300000;77;-19,9730513;-43,9736903;3;2;1;2;340;182,81;belo-horizonte;oeste;Buritis;Rua Maria Heilbuth Surette, 565
3251562;�rea Privativa;329000;180;-19,7952601;-43,9864768;3;1;1;1;60;58,98;belo-horizonte;venda-nova;Mantiqueira;Rua Jordelina Maria do Carmo, 210
3258785;Apartamento 3 quartos;330000;110;-19,977632;-43,9689864;3;3;1;2;264;126,67;belo-horizonte;oeste;Buritis;Rua Professor Miguel de Souza, 125
3265794;Apartamento 3 quartos;340000;85;-19,9696184;-43,9689619;3;2;1;2;440;42,1;belo-horizonte;oeste;Buritis;Rua Ernani Agricola, 601
1895372;Apartamento 3 quartos;378000;93;-19,9376465;-43,9810757;3;3;1;1;500;66,6;belo-horizonte;oeste;Jardim Am�rica;Rua Geraldo Bicalho, 22
3236206;Casa;380000;193;-19,904561;-44,007778;3;2;0;0;0;106,16;belo-horizonte;noroeste;Gl�ria;Rua Maria da Silveira, 665
3236019;Apartamento 3 quartos;399000;96;-19,9021932;-43,9236443;3;3;1;1;330;120,43;belo-horizonte;leste;Cidade Nova;Rua Conselheiro Lafaiete, 1996
61179;Lote-�rea-Terreno;400000;348;-19,9546197;-43,927601;0;0;0;0;0;4717,39;belo-horizonte;centro-sul;Comiteco;Rua Zito Soares, 0
3242039;Apartamento 3 quartos;400000;95;-19,9796897;-43,9655289;3;3;3;2;350;120,5;belo-horizonte;oeste;Buritis;Rua Esmeraldo Botelho, 235
3250034;Apartamento 3 quartos;400000;110;-19,9783266;-43,9698273;3;3;1;2;350;140,39;belo-horizonte;oeste;Buritis;Rua Professor Miguel de Souza, 347
63338;Lote-�rea-Terreno;408000;389;-19,9547285;-43,9285121;0;0;0;0;0;3981,61;belo-horizonte;centro-sul;Comiteco;Rua Coronel Murta, 0
63304;Lote-�rea-Terreno;414000;360;-19,9541528;-43,9231661;0;0;0;0;0;198,08;belo-horizonte;centro-sul;Comiteco;Rua Coronel Pacheco, 0
3238478;Apartamento 3 quartos;420000;80;-19,884772;-43,935096;3;2;1;2;250;150;belo-horizonte;nordeste;Ipiranga;Rua Ing�, 430
3242227;Apartamento 3 quartos;425000;78;-19,9831479;-43,9740693;3;1;1;2;670;144;belo-horizonte;oeste;Buritis;Avenida Deputado Crist�vam Chiaradia, 391
357371;Casa;430000;164;-19,8210583;-43,9841488;4;3;1;4;0;105,19;belo-horizonte;pampulha;Santa M�nica;Rua dos Boror�s, 195
2876942;Apartamento 3 quartos;430000;98;-19,9783111;-43,9698363;3;1;1;2;400;189,11;belo-horizonte;oeste;Buritis;Rua Professor Miguel de Souza, 275
3261790;Apartamento 3 quartos;450000;105;-19,9708164;-43,970315;3;3;1;2;369;129;belo-horizonte;oeste;Buritis;Rua Ulisses Marcondes Escobar, 195
3269339;Apartamento 2 quartos;450000;65;-19,941581;-43,945816;2;2;0;1;290;54,75;belo-horizonte;centro-sul;Santo Ant�nio;Rua Rafael Magalh�es, 20
180163;Apartamento 3 quartos;475000;105;-19,9757732;-43,9641914;3;2;1;2;650;2300;belo-horizonte;oeste;Buritis;Rua Jos� Hemet�rio Andrade, 430
1535932;�rea Privativa;480000;85;-19,9156461;-43,9236506;3;2;1;2;450;122;belo-horizonte;leste;Floresta;Rua Hermilo Alves, 193
3255453;Apartamento 3 quartos;480000;124;-19,9727494;-43,9689202;3;3;1;2;300;225;belo-horizonte;oeste;Buritis;Rua Stella Hanriot, 260
31796;Cobertura;495000;174;-19,9700887;-43,9655388;3;2;0;2;240;110;belo-horizonte;oeste;Buritis;Rua Vitorio Magnavacca, 67
3266536;Apartamento 3 quartos;500000;106;-19,9689903;-43,9601292;3;3;1;2;1000;194;belo-horizonte;oeste;Buritis;Rua Jos� Rodrigues Pereira, 1218
63329;Lote-�rea-Terreno;504000;420;-19,9553039;-43,924346;0;0;0;0;0;2768,09;belo-horizonte;centro-sul;Comiteco;Rua Jo�o Ceschiatti, 0
362762;Apartamento 3 quartos;510000;117;-19,9689658;-43,9722443;3;3;1;2;512;278,23;belo-horizonte;oeste;Buritis;Rua Professor Euclydes Ferreira, 235
3250256;Cobertura;510000;156;-19,891477;-43,9295196;4;2;1;1;230;133;belo-horizonte;nordeste;Ipiranga;Rua Ilacir Pereira Lima, 662
3246840;Cobertura;519000;230;-19,8919441;-43,925504;4;2;1;1;274;200,01;belo-horizonte;leste;Cidade Nova;Rua Francisco de Paula Castro, 105
345512;Cobertura;540000;190;-19,8931931;-43,9077228;3;3;1;2;195;91;belo-horizonte;leste;Boa Vista;Rua Em�dio Germano, 19
3237368;Cobertura;540000;150;-19,9746561;-43,9703068;3;3;2;2;360;105;belo-horizonte;oeste;Buritis;Rua C�nsul Walter, 150
3256809;Apartamento 3 quartos;550000;110;-19,9753949;-43,9650891;3;3;1;2;550;229;belo-horizonte;oeste;Buritis;Rua Jos� Hemet�rio Andrade, 72
3250981;Casa;560000;154;-19,9393185;-43,9451344;3;2;0;1;0;418,25;belo-horizonte;centro-sul;Santo Ant�nio;Rua Bar�o de Maca�bas, 51
3258309;Apartamento 3 quartos;580000;100;-19,967461;-43,965069;3;3;1;2;609;233;belo-horizonte;oeste;Buritis;Rua Vitorio Magnavacca, 404
63294;Lote-�rea-Terreno;597000;385;-19,952652;-43,920138;0;0;0;0;0;2550,56;belo-horizonte;centro-sul;Mangabeiras;Rua Asc�nio Burlamarque, 0
3256375;Lote-�rea-Terreno;600000;360;-19,8636524;-43,9198315;0;0;0;0;0;55;belo-horizonte;nordeste;Piraj�;Rua Ferreira dos Santos, 267
3262152;Apartamento 4 quartos;600000;150;-19,973864;-43,970652;4;3;1;2;640;283;belo-horizonte;oeste;Buritis;Rua S�lvio de Oliveira Martins, 61
3248963;Cobertura;625000;232;-19,9739335;-43,9644006;3;4;1;3;350;140;belo-horizonte;oeste;Buritis;Rua Doutor Luc�dio Avelar, 225
3267316;Apartamento 4 quartos;645000;113;-19,966667;-43,968119;4;3;1;2;618,64;236,09;belo-horizonte;oeste;Buritis;Rua Ernani Agricola, 420
3105834;Apartamento 4 quartos;650000;130;-19,9747508;-43,9648745;4;3;1;3;700;286,42;belo-horizonte;oeste;Buritis;Rua Henrique Furtado Portugal, 285
63272;Lote-�rea-Terreno;685000;415;-19,9552983;-43,9229996;0;0;0;0;0;258,04;belo-horizonte;centro-sul;Comiteco;Rua Santana de Caldas, 0
3250921;Apartamento 4 quartos;690000;132;-19,931605;-43,952013;4;4;1;1;535;200,25;belo-horizonte;centro-sul;Santo Agostinho;Rua Rodrigues Caldas, 310
3251065;Cobertura;695000;170;-19,9763904;-43,976389;3;3;1;2;584;290;belo-horizonte;oeste;Buritis;Rua Eli Seabra Filho, 105
3215566;Apartamento 4 quartos;730000;101;-19,8895519;-43,9296862;4;3;1;2;802;193,8;belo-horizonte;leste;Cidade Nova;Rua Ilacir Pereira Lima, 267
63448;Lote-�rea-Terreno;742000;450;-19,9544049;-43,9230731;0;0;0;0;0;270,84;belo-horizonte;centro-sul;Mangabeiras;Rua C�nego Jo�o Pio, 0
3247272;Apartamento 4 quartos;750000;94;-19,8938801;-43,9225158;4;2;1;2;628;237,2;belo-horizonte;leste;Cidade Nova;Avenida Jos� C�ndido da Silveira, 440
3255809;Apartamento 3 quartos;750000;125;-19,95474;-43,948054;3;3;1;1;1100;282;belo-horizonte;centro-sul;S�o Bento;Rua Professor Jos� Renault, 277
63273;Lote-�rea-Terreno;774000;456;-19,9552983;-43,9229996;0;0;0;0;0;270,84;belo-horizonte;centro-sul;Comiteco;Rua Santana de Caldas, 0
3218849;Apartamento 4 quartos;780000;137;-19,9816799;-43,9742344;4;4;2;3;720;306,15;belo-horizonte;oeste;Buritis;Rua Pedro Natal�cio de Morais, 457
3240472;Cobertura;780000;149;-19,8807057;-43,9980286;3;3;1;3;380;231;belo-horizonte;pampulha;Castelo;Avenida Miguel Perrela, 115
1839012;Cobertura;800000;180;-19,919649;-43,988242;3;3;1;3;265;1;belo-horizonte;noroeste;Cora��o Eucar�stico;Rua Itutinga, 95
1831811;Apartamento 4 quartos;890000;172;-19,9046968;-43,9151805;4;4;2;3;650;324;belo-horizonte;leste;Horto Florestal;Rua Artur Alvim, 273
21629;Apartamento 4 quartos;900000;147;-19,9558912;-43,9358268;4;2;1;2;800;305,37;belo-horizonte;centro-sul;Anchieta;Rua Doutor Astolfo Vieira de Resende, 177
63195;Lote-�rea-Terreno;926000;545;-19,9552983;-43,9229996;0;0;0;0;0;3542,24;belo-horizonte;centro-sul;Comiteco;Rua Santana de Caldas, 0
3239896;Apartamento 4 quartos;950000;140;-19,895594;-43,9321399;4;2;1;2;1050;255;belo-horizonte;nordeste;Nova Floresta;Rua S�o Gon�alo, 785
3241026;Lote-�rea-Terreno;960000;320;-19,935845;-43,920555;0;0;0;0;0;211,08;belo-horizonte;centro-sul;Serra;Rua Apodi, 120
345215;Casa;980000;250;-19,9323145;-43,9636134;3;3;1;1;0;328,51;belo-horizonte;oeste;Alto Barroca;Rua Campos El�seos, 89
3250288;Casa;1040000;422;-19,9601188;-43,9607558;5;3;2;7;0;365;belo-horizonte;oeste;Bairro das Mans�es;Rua Jo�o de Almeida, 276
63299;Lote-�rea-Terreno;1150000;678;-19,951954;-43,919822;0;0;0;0;0;4580,67;belo-horizonte;centro-sul;Comiteco;Rua Frei Gonzaga, 0
63298;Lote-�rea-Terreno;1223000;720;-19,951954;-43,919822;0;0;0;0;0;4877,31;belo-horizonte;centro-sul;Comiteco;Rua Frei Gonzaga, 0
1754741;Casa;1450000;397;-19,969307;-43,945308;7;3;1;6;0;379,23;belo-horizonte;centro-sul;Santa L�cia;Rua J�piter, 42
741828;Casa;1750000;614;-19,8577274;-43,9395167;4;5;2;5;0;535;belo-horizonte;pampulha;Dona Clara;Rua Desembargador Fernando Bhering, 494
3233915;Lote-�rea-Terreno;1750000;2194;-19,9430207;-43,9962303;0;0;0;0;0;219,58;belo-horizonte;noroeste;Gameleira;Rua Oscar Negr�o de Lima, 483
2540890;Apartamento 4 quartos;2000000;540;-19,928501;-43,925843;4;3;2;3;2200;816,92;belo-horizonte;centro-sul;Funcion�rios;Rua Piau�, 1029
802052;Lote-�rea-Terreno;4000000;2688;-19,8854155;-43,9935818;0;0;0;0;0;2774,89;belo-horizonte;pampulha;Castelo;Avenida Presidente Tancredo Neves, 3464
3253506;Apartamento 1 quarto;192389;27;-19,9240358;-43,9384257;1;1;1;1;234;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
3253556;Apartamento 1 quarto;209248;28;-19,9240358;-43,9384257;1;1;1;1;234;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
347206;Apartamento 1 quarto;213454;28;-19,9240358;-43,9384257;1;1;1;1;250;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
346588;Apartamento 1 quarto;228914;33;-19,9240358;-43,9384257;1;1;1;1;250;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
346757;Apartamento 1 quarto;231204;33;-19,9240358;-43,9384257;1;1;1;1;250;0,01;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
3253557;Apartamento 1 quarto;232295;34;-19,9240358;-43,9384257;1;1;1;1;234;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
347193;Apartamento 1 quarto;238209;33;-19,9240358;-43,9384257;1;1;1;1;1;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
347098;Apartamento 1 quarto;240065;34;-19,9240358;-43,9384257;1;1;1;1;1;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
347195;Apartamento 1 quarto;242466;34;-19,9240358;-43,9384257;1;1;1;1;1;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
3253578;Apartamento 1 quarto;242997;33;-19,9240358;-43,9384257;1;1;1;1;234;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
347209;Apartamento 1 quarto;246776;34;-19,9240358;-43,9384257;1;1;1;1;1;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
347315;Apartamento 1 quarto;247339;34;-19,9240358;-43,9384257;1;1;1;1;1;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
1993125;Apartamento 2 quartos;260000;72;-19,9561057;-43,967286;2;2;0;1;300;53,56;belo-horizonte;oeste;Buritis;Rua Cordelina Silveira Matos, 150
3244353;Apartamento 3 quartos;265000;78;-19,9161602;-43,9679287;3;2;0;1;369,6;68,01;belo-horizonte;noroeste;Padre Eust�quio;Rua Frederico Bracher J�nior, 200
346604;Apartamento 1 quarto;265829;37;-19,9240358;-43,9384257;1;1;1;1;250;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
3262108;Apartamento 2 quartos;270000;54;-19,9136106;-43,9775126;2;1;0;1;320;79,24;belo-horizonte;noroeste;Padre Eust�quio;Rua Francisco Bicalho, 1157
346920;Apartamento 1 quarto;271172;37;-19,9240358;-43,9384257;1;1;1;1;250;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
347197;Apartamento 1 quarto;276623;37;-19,9240358;-43,9384257;1;1;1;1;1;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
3253528;Apartamento 1 quarto;278110;37;-19,9240358;-43,9384257;1;1;1;1;234;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
3253507;Apartamento 1 quarto;278458;36;-19,9240358;-43,9384257;1;1;1;1;234;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
346927;Apartamento 1 quarto;284055;36;-19,9240358;-43,9384257;1;1;1;1;1;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
3253508;Apartamento 1 quarto;287706;41;-19,9240358;-43,9384257;1;1;1;1;234;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
346608;Apartamento 1 quarto;289207;38;-19,9240358;-43,9384257;1;1;1;1;250;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
347214;Apartamento 1 quarto;289403;37;-19,9240358;-43,9384257;1;1;1;1;1;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
346924;Apartamento 1 quarto;293488;41;-19,9240358;-43,9384257;1;1;1;1;1;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
346926;Apartamento 1 quarto;295020;38;-19,9240358;-43,9384257;1;1;1;1;1;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
3253564;Apartamento 1 quarto;295589;36;-19,9240358;-43,9384257;1;1;1;1;234;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
347190;Apartamento 1 quarto;299388;41;-19,9240358;-43,9384257;1;1;1;1;1;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
347215;Apartamento 1 quarto;300950;38;-19,9240358;-43,9384257;1;1;1;1;1;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
347222;Apartamento 1 quarto;302381;41;-19,9240358;-43,9384257;1;1;1;1;1;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
3253509;Apartamento 1 quarto;306034;40;-19,9240358;-43,9384257;1;1;1;1;234;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
3253565;Apartamento 1 quarto;306999;38;-19,9240358;-43,9384257;1;1;1;1;234;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
346603;Apartamento 1 quarto;307450;62;-19,9240358;-43,9384257;1;1;1;1;250;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
346914;Apartamento 1 quarto;309094;40;-19,9240358;-43,9384257;1;1;1;1;250;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
346589;Apartamento 1 quarto;311548;69;-19,9240358;-43,9384257;1;1;1;1;300;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
3253558;Apartamento 1 quarto;312185;40;-19,9240358;-43,9384257;1;1;1;1;234;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
347097;Apartamento 1 quarto;316766;62;-19,9240358;-43,9384257;1;1;1;1;1;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
346908;Apartamento 1 quarto;317810;69;-19,9240358;-43,9384257;1;1;1;1;250;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
347217;Apartamento 1 quarto;318460;40;-19,9240358;-43,9384257;1;1;1;1;1;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
347196;Apartamento 1 quarto;319934;62;-19,9240358;-43,9384257;1;1;1;1;1;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
347175;Apartamento 1 quarto;324198;69;-19,9240358;-43,9384257;1;1;1;1;1;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
3252244;Apartamento 2 quartos;360000;67;-19,9764685;-43,9782658;2;1;0;2;385;123,6;belo-horizonte;oeste;Buritis;Rua Jos� Phino Aleixo, 79
1613873;Sala;380000;34;-19,9474888;-43,9606406;0;1;0;1;532,54;165,45;belo-horizonte;oeste;Estoril;Avenida Raja Gabaglia, 2000
3244615;Apartamento 3 quartos;399000;80;-19,926804;-43,964762;3;2;0;1;250;100;belo-horizonte;oeste;Calafate;Rua Turquesa, 362
3252326;Apartamento 2 quartos;420000;71;-19,9808781;-43,9770541;2;3;2;2;750;172,66;belo-horizonte;oeste;Buritis;Rua Rubens Caporali Ribeiro, 752
3257021;Apartamento 3 quartos;490000;112;-19,967102;-43,970873;3;3;1;3;692;149;belo-horizonte;oeste;Buritis;Rua Iracy Manata, 98
3267371;Apartamento 3 quartos;495000;145;-19,922752;-43,9799208;3;3;1;2;180;118;belo-horizonte;noroeste;Padre Eust�quio;Rua Jos� do Patroc�nio, 278
3255140;Cobertura;790000;177;-19,9766057;-43,9774565;3;2;1;3;0,01;0,01;belo-horizonte;oeste;Buritis;Avenida Aggeo Pio Sobrinho, 201
43732;Apartamento 4 quartos;795000;180;-19,9489041;-43,9474237;4;3;1;2;1100;184;belo-horizonte;centro-sul;Santo Ant�nio;Rua Pitangueiras, 601
3255591;Cobertura;860000;177;-19,9749628;-43,9769795;3;2;1;3;0,01;0,01;belo-horizonte;oeste;Buritis;Avenida Aggeo Pio Sobrinho, 201
3268695;Apartamento 4 quartos;950000;200;-19,9765999;-43,964122;4;4;1;3;1115;470;belo-horizonte;oeste;Buritis;Rua Laura Soares Carneiro, 177
1609100;Apartamento 5 quartos;2500000;416;-19,931638;-43,936373;5;4;2;2;1800;620,81;belo-horizonte;centro-sul;Boa Viagem;Rua Gon�alves Dias, 1316
346925;Apartamento 1 quarto;283700;37;-19,9240358;-43,9384257;1;1;1;1;1;1;belo-horizonte;centro-sul;Centro;Rua Esp�rito Santo, 1059
3236345;Apartamento 3 quartos;562000;87;-19,9728915;-43,970122;3;2;1;2;700;231;belo-horizonte;oeste;Buritis;Rua Clementino Viana Dotti, 162
1527241;Apartamento 2 quartos;235000;55;-19,9555608;-43,9674879;2;1;0;1;280;79;belo-horizonte;oeste;Buritis;Rua Cordelina Silveira Matos, 74
63326;Lote-�rea-Terreno;468000;390;-19,9553039;-43,924346;0;0;0;0;0;2556,96;belo-horizonte;centro-sul;Comiteco;Rua Jo�o Ceschiatti, 0
63271;Lote-�rea-Terreno;1043000;614;-19,9552983;-43,9229996;0;0;0;0;0;366,81;belo-horizonte;centro-sul;Comiteco;Rua Santana de Caldas, 0
2813414;Sala;180000;35;-19,8931045;-43,9291527;0;1;0;0;150;58,02;belo-horizonte;nordeste;Silveira;Rua Ana de Carvalho Silveira, 316
3254895;Apartamento 4 quartos;1050000;153;-19,9689576;-43,9707474;4;4;2;4;1000;398;belo-horizonte;oeste;Buritis;Rua Fid�lis Martins, 127
3265920;Casa;1090000;360;-19,8362597;-43,9615753;5;4;2;4;0;320;belo-horizonte;norte;Planalto;Rua Jo�o Edmundo Caldeira Brant, 68
60063;Conjunto de lojas;2995000;260;-19,953907;-43,925817;0;5;0;11;528,21;1068,4;belo-horizonte;centro-sul;Comiteco;Avenida dos Bandeirantes, 1358
3263194;Apartamento 2 quartos;188000;45;-19,9325778;-44,0233088;2;1;0;1;195;50;belo-horizonte;noroeste;Calif�rnia;Rua Dois Mil Trezentos e Oitenta e Um, 50
1582120;Apartamento 2 quartos;150000;46;-19,9388014;-44,0241569;2;1;0;1;100;0;belo-horizonte;noroeste;Camargos;Rua Padre Tiago de Almeida, 296
3239276;Apartamento 2 quartos;160000;42;-19,9178025;-43,9679438;2;1;0;1;150;26,62;belo-horizonte;noroeste;Carlos Prates;Rua Jos� Azevedo, 35
3241787;Apartamento 2 quartos;160000;43;-19,9319127;-44,0163073;2;0;0;1;230;62,48;belo-horizonte;noroeste;Santa Maria;Rua das Ostras, 95
3241987;Apartamento 2 quartos;180000;56;-19,8736338;-43,9393029;2;1;0;0;150;55,62;belo-horizonte;;Santa Cruz;Rua Jos� Cleto, 1785
3240430;Apartamento 3 quartos;205000;64;-19,871096;-43,943787;3;1;0;1;160;0;belo-horizonte;;Santa Cruz;Rua Jos� Cleto, 1455
3238738;Apartamento 3 quartos;215000;75;-19,965103;-43,9693058;3;1;1;1;250;65,44;belo-horizonte;oeste;Estrela Dalva;Avenida Costa do Marfim, 125
3266535;Apartamento 2 quartos;215000;48;-19,9739766;-43,9644441;2;1;0;1;300;81;belo-horizonte;oeste;Buritis;Rua Doutor Luc�dio Avelar, 190
3269693;Apartamento 3 quartos;215000;60;-19,8366194;-43,9714591;3;1;0;1;180;61,3;belo-horizonte;pampulha;Santa Am�lia;Avenida Deputado Anuar Menhen, 871
1581016;Apartamento 2 quartos;220000;45;-19,826187;-43,974322;2;1;0;1;1;1;belo-horizonte;pampulha;Santa M�nica;Rua Coelho Neto, 210
1581205;Apartamento 2 quartos;220000;45;-19,826187;-43,974322;2;1;0;1;1;1;belo-horizonte;pampulha;Santa M�nica;Rua Coelho Neto, 210
1581591;Apartamento 2 quartos;220000;45;-19,8259478;-43,9726117;2;1;0;1;1;1;belo-horizonte;pampulha;Santa M�nica;Rua Coelho Neto, 210
3237657;Apartamento 2 quartos;220000;50;-19,8735403;-43,9982521;2;1;0;1;100;65;belo-horizonte;pampulha;Castelo;Rua Castelo de Ajuda, 212
3255106;Apartamento 3 quartos;220000;82;-19,9647924;-43,9692829;3;2;1;1;280;36,36;belo-horizonte;oeste;Estrela Dalva;Rua San Salvador, 101
2708098;Apartamento 3 quartos;225000;59;-19,8404289;-43,9379828;3;1;0;1;250;62,47;belo-horizonte;norte;Heli�polis;Rua Abdenago Lisboa, 60
25734;Apartamento 1 quarto;232500;37;-19,8618619;-43,9409786;1;1;0;1;150;1;belo-horizonte;pampulha;Dona Clara;Rua Bento Mendes Castanheira, 40
3238487;Apartamento 3 quartos;235000;70;-19,9650919;-43,968888;3;1;0;1;184;68,68;belo-horizonte;oeste;Estrela Dalva;Avenida Costa do Marfim, 100
3255355;Apartamento 2 quartos;240000;63;-20,00491;-44,005105;2;2;1;1;300;77;belo-horizonte;barreiro;Cardoso;Rua Augusto Muniz, 255
44712;Apartamento 2 quartos;249000;47;-19,9681351;-43,9841506;2;1;0;1;0,01;0,01;belo-horizonte;oeste;Palmeiras;Rua Senhora do Porto, 1600
47883;Apart-hotel;250000;23;-19,8578128;-43,9590338;1;1;0;1;10;40;belo-horizonte;pampulha;S�o Luiz (pampulha);Rua Professor Magalh�es Penido, 378
3247179;Apartamento 2 quartos;250000;65;-19,8933731;-43,9320097;2;2;0;1;370;88,38;belo-horizonte;nordeste;Nova Floresta;Rua S�o Gon�alo, 1137
